timestamp,customer_name,location
07:10,Daniel Hernandez,checkout
07:10,Sarah Wallace,checkout
07:10,Mark James,checkout
07:10,Tiffany Kim,checkout
07:10,Jeffrey Moreno,checkout
07:10,Angela Carter,checkout
07:10,David Davenport,fruit
07:10,Linda Martin,checkout
07:10,Keith Robles,checkout
07:10,Emily Miranda MD,checkout
07:10,Amy Fernandez,fruit
07:10,Jennifer Morgan,dairy
07:10,Danielle Larson,fruit
07:10,Bradley Freeman,drinks
07:10,Samuel Gonzales,dairy
07:10,Briana Parker,checkout
07:10,Brett Mccormick,dairy
07:10,Matthew Simpson,checkout
07:10,Dominic Schmidt,checkout
07:10,Crystal Moreno,drinks
07:10,Christine Johnson,checkout
07:10,Matthew Odonnell,checkout
07:10,Ian Yates,dairy
07:10,Andrea Mcdonald,dairy
07:10,John Russell Jr.,dairy
07:10,Jesse Reyes,dairy
07:10,Rachael Cowan,dairy
07:10,John Robinson,dairy
07:10,Michael Smith,spices
07:10,Don Santos,dairy
07:10,Jo Miller,drinks
07:10,Tasha Neal,dairy
07:11,Melanie Carlson,checkout
07:11,David Fowler,checkout
07:11,Brittany Braun,dairy
07:11,Philip Johnson,dairy
07:11,Leah Thomas,dairy
07:11,Jacqueline Becker,dairy
07:11,Amy Ramsey,checkout
07:11,Kevin Larsen,checkout
07:11,Amber Dunn,checkout
07:11,Belinda Kelley,checkout
07:11,Karen White,checkout
07:11,Wayne Taylor,dairy
07:11,Omar Nelson,checkout
07:11,Amy Brooks,checkout
07:11,Karen Martin,checkout
07:11,Daniel Hernandez,checkout
07:11,Sarah Wallace,checkout
07:11,Mark James,checkout
07:11,Tiffany Kim,checkout
07:11,Jeffrey Moreno,checkout
07:11,Angela Carter,checkout
07:11,David Davenport,spices
07:11,Linda Martin,checkout
07:11,Keith Robles,checkout
07:11,Emily Miranda MD,checkout
07:11,Amy Fernandez,checkout
07:11,Jennifer Morgan,dairy
07:11,Danielle Larson,checkout
07:11,Bradley Freeman,checkout
07:11,Samuel Gonzales,checkout
07:11,Briana Parker,checkout
07:11,Brett Mccormick,spices
07:11,Matthew Simpson,checkout
07:11,Dominic Schmidt,checkout
07:11,Crystal Moreno,drinks
07:11,Christine Johnson,checkout
07:11,Matthew Odonnell,checkout
07:11,Ian Yates,checkout
07:11,Andrea Mcdonald,dairy
07:11,John Russell Jr.,drinks
07:11,Jesse Reyes,drinks
07:11,Rachael Cowan,dairy
07:11,John Robinson,checkout
07:11,Michael Smith,dairy
07:11,Don Santos,fruit
07:11,Jo Miller,fruit
07:11,Tasha Neal,dairy
07:11,Madison Delgado,spices
07:11,Christina Santos,spices
07:11,Nancy Robbins DDS,dairy
07:11,Kayla Oconnell,spices
07:11,Emily Ward,drinks
07:11,Adam Sandoval,drinks
07:11,Janice Smith,spices
07:11,Charles Cervantes,drinks
07:12,Melanie Carlson,checkout
07:12,David Fowler,checkout
07:12,Brittany Braun,dairy
07:12,Philip Johnson,dairy
07:12,Leah Thomas,dairy
07:12,Jacqueline Becker,dairy
07:12,Amy Ramsey,checkout
07:12,Kevin Larsen,checkout
07:12,Amber Dunn,checkout
07:12,Belinda Kelley,checkout
07:12,Karen White,checkout
07:12,Wayne Taylor,dairy
07:12,Omar Nelson,checkout
07:12,Amy Brooks,checkout
07:12,Karen Martin,checkout
07:12,Daniel Hernandez,checkout
07:12,Sarah Wallace,checkout
07:12,Mark James,checkout
07:12,Tiffany Kim,checkout
07:12,Jeffrey Moreno,checkout
07:12,Angela Carter,checkout
07:12,David Davenport,checkout
07:12,Linda Martin,checkout
07:12,Keith Robles,checkout
07:12,Emily Miranda MD,checkout
07:12,Amy Fernandez,checkout
07:12,Jennifer Morgan,spices
07:12,Danielle Larson,checkout
07:12,Bradley Freeman,checkout
07:12,Samuel Gonzales,checkout
07:12,Briana Parker,checkout
07:12,Brett Mccormick,spices
07:12,Matthew Simpson,checkout
07:12,Dominic Schmidt,checkout
07:12,Crystal Moreno,drinks
07:12,Christine Johnson,checkout
07:12,Matthew Odonnell,checkout
07:12,Ian Yates,checkout
07:12,Andrea Mcdonald,dairy
07:12,John Russell Jr.,drinks
07:12,Jesse Reyes,drinks
07:12,Rachael Cowan,checkout
07:12,John Robinson,checkout
07:12,Michael Smith,dairy
07:12,Don Santos,fruit
07:12,Jo Miller,fruit
07:12,Tasha Neal,dairy
07:12,Madison Delgado,spices
07:12,Christina Santos,drinks
07:12,Nancy Robbins DDS,dairy
07:12,Kayla Oconnell,fruit
07:12,Emily Ward,drinks
07:12,Adam Sandoval,drinks
07:12,Janice Smith,spices
07:12,Charles Cervantes,drinks
07:12,Sophia Allison,fruit
07:12,Crystal Rogers,drinks
07:12,Sarah Wolf,dairy
07:13,Melanie Carlson,checkout
07:13,David Fowler,checkout
07:13,Brittany Braun,dairy
07:13,Philip Johnson,dairy
07:13,Leah Thomas,dairy
07:13,Jacqueline Becker,dairy
07:13,Amy Ramsey,checkout
07:13,Kevin Larsen,checkout
07:13,Amber Dunn,checkout
07:13,Belinda Kelley,checkout
07:13,Karen White,checkout
07:13,Wayne Taylor,dairy
07:13,Omar Nelson,checkout
07:13,Amy Brooks,checkout
07:13,Karen Martin,checkout
07:13,Daniel Hernandez,checkout
07:13,Sarah Wallace,checkout
07:13,Mark James,checkout
07:13,Tiffany Kim,checkout
07:13,Jeffrey Moreno,checkout
07:13,Angela Carter,checkout
07:13,David Davenport,checkout
07:13,Linda Martin,checkout
07:13,Keith Robles,checkout
07:13,Emily Miranda MD,checkout
07:13,Amy Fernandez,checkout
07:13,Jennifer Morgan,checkout
07:13,Danielle Larson,checkout
07:13,Bradley Freeman,checkout
07:13,Samuel Gonzales,checkout
07:13,Briana Parker,checkout
07:13,Brett Mccormick,drinks
07:13,Matthew Simpson,checkout
07:13,Dominic Schmidt,checkout
07:13,Crystal Moreno,checkout
07:13,Christine Johnson,checkout
07:13,Matthew Odonnell,checkout
07:13,Ian Yates,checkout
07:13,Andrea Mcdonald,dairy
07:13,John Russell Jr.,checkout
07:13,Jesse Reyes,spices
07:13,Rachael Cowan,checkout
07:13,John Robinson,checkout
07:13,Michael Smith,fruit
07:13,Don Santos,fruit
07:13,Jo Miller,checkout
07:13,Tasha Neal,dairy
07:13,Madison Delgado,spices
07:13,Christina Santos,spices
07:13,Nancy Robbins DDS,checkout
07:13,Kayla Oconnell,drinks
07:13,Emily Ward,checkout
07:13,Adam Sandoval,drinks
07:13,Janice Smith,drinks
07:13,Charles Cervantes,drinks
07:13,Sophia Allison,drinks
07:13,Crystal Rogers,spices
07:13,Sarah Wolf,dairy
07:13,Ann Robinson,spices
07:13,Cole Smith,spices
07:13,Danielle Craig,spices
07:13,John Rivas Jr.,drinks
07:13,Michaela Quinn,fruit
07:13,Nicole Robinson,spices
07:14,Melanie Carlson,checkout
07:14,David Fowler,checkout
07:14,Brittany Braun,dairy
07:14,Philip Johnson,dairy
07:14,Leah Thomas,dairy
07:14,Jacqueline Becker,dairy
07:14,Amy Ramsey,checkout
07:14,Kevin Larsen,checkout
07:14,Amber Dunn,checkout
07:14,Belinda Kelley,checkout
07:14,Karen White,checkout
07:14,Wayne Taylor,fruit
07:14,Omar Nelson,checkout
07:14,Amy Brooks,checkout
07:14,Karen Martin,checkout
07:14,Daniel Hernandez,checkout
07:14,Sarah Wallace,checkout
07:14,Mark James,checkout
07:14,Tiffany Kim,checkout
07:14,Jeffrey Moreno,checkout
07:14,Angela Carter,checkout
07:14,David Davenport,checkout
07:14,Linda Martin,checkout
07:14,Keith Robles,checkout
07:14,Emily Miranda MD,checkout
07:14,Amy Fernandez,checkout
07:14,Jennifer Morgan,checkout
07:14,Danielle Larson,checkout
07:14,Bradley Freeman,checkout
07:14,Samuel Gonzales,checkout
07:14,Briana Parker,checkout
07:14,Brett Mccormick,checkout
07:14,Matthew Simpson,checkout
07:14,Dominic Schmidt,checkout
07:14,Crystal Moreno,checkout
07:14,Christine Johnson,checkout
07:14,Matthew Odonnell,checkout
07:14,Ian Yates,checkout
07:14,Andrea Mcdonald,dairy
07:14,John Russell Jr.,checkout
07:14,Jesse Reyes,drinks
07:14,Rachael Cowan,checkout
07:14,John Robinson,checkout
07:14,Michael Smith,fruit
07:14,Don Santos,checkout
07:14,Jo Miller,checkout
07:14,Tasha Neal,checkout
07:14,Madison Delgado,dairy
07:14,Christina Santos,spices
07:14,Nancy Robbins DDS,checkout
07:14,Kayla Oconnell,drinks
07:14,Emily Ward,checkout
07:14,Adam Sandoval,checkout
07:14,Janice Smith,drinks
07:14,Charles Cervantes,drinks
07:14,Sophia Allison,drinks
07:14,Crystal Rogers,spices
07:14,Sarah Wolf,dairy
07:14,Ann Robinson,drinks
07:14,Cole Smith,dairy
07:14,Danielle Craig,drinks
07:14,John Rivas Jr.,drinks
07:14,Michaela Quinn,fruit
07:14,Nicole Robinson,drinks
07:14,Crystal Cross,dairy
07:14,Brian Webb,fruit
07:14,Crystal Gonzales,spices
07:14,Taylor Mclaughlin,drinks
07:14,Craig Vazquez,spices
07:14,Samuel Fox,fruit
07:14,Mrs. Jessica Gonzalez,dairy
07:15,Melanie Carlson,checkout
07:15,David Fowler,checkout
07:15,Brittany Braun,dairy
07:15,Philip Johnson,dairy
07:15,Leah Thomas,dairy
07:15,Jacqueline Becker,dairy
07:15,Amy Ramsey,checkout
07:15,Kevin Larsen,checkout
07:15,Amber Dunn,checkout
07:15,Belinda Kelley,checkout
07:15,Karen White,checkout
07:15,Wayne Taylor,fruit
07:15,Omar Nelson,checkout
07:15,Amy Brooks,checkout
07:15,Karen Martin,checkout
07:15,Daniel Hernandez,checkout
07:15,Sarah Wallace,checkout
07:15,Mark James,checkout
07:15,Tiffany Kim,checkout
07:15,Jeffrey Moreno,checkout
07:15,Angela Carter,checkout
07:15,David Davenport,checkout
07:15,Linda Martin,checkout
07:15,Keith Robles,checkout
07:15,Emily Miranda MD,checkout
07:15,Amy Fernandez,checkout
07:15,Jennifer Morgan,checkout
07:15,Danielle Larson,checkout
07:15,Bradley Freeman,checkout
07:15,Samuel Gonzales,checkout
07:15,Briana Parker,checkout
07:15,Brett Mccormick,checkout
07:15,Matthew Simpson,checkout
07:15,Dominic Schmidt,checkout
07:15,Crystal Moreno,checkout
07:15,Christine Johnson,checkout
07:15,Matthew Odonnell,checkout
07:15,Ian Yates,checkout
07:15,Andrea Mcdonald,dairy
07:15,John Russell Jr.,checkout
07:15,Jesse Reyes,drinks
07:15,Rachael Cowan,checkout
07:15,John Robinson,checkout
07:15,Michael Smith,checkout
07:15,Don Santos,checkout
07:15,Jo Miller,checkout
07:15,Tasha Neal,checkout
07:15,Madison Delgado,dairy
07:15,Christina Santos,spices
07:15,Nancy Robbins DDS,checkout
07:15,Kayla Oconnell,drinks
07:15,Emily Ward,checkout
07:15,Adam Sandoval,checkout
07:15,Janice Smith,checkout
07:15,Charles Cervantes,fruit
07:15,Sophia Allison,drinks
07:15,Crystal Rogers,spices
07:15,Sarah Wolf,drinks
07:15,Ann Robinson,checkout
07:15,Cole Smith,dairy
07:15,Danielle Craig,drinks
07:15,John Rivas Jr.,drinks
07:15,Michaela Quinn,dairy
07:15,Nicole Robinson,drinks
07:15,Crystal Cross,dairy
07:15,Brian Webb,fruit
07:15,Crystal Gonzales,drinks
07:15,Taylor Mclaughlin,spices
07:15,Craig Vazquez,drinks
07:15,Samuel Fox,fruit
07:15,Mrs. Jessica Gonzalez,checkout
07:15,Mrs. Heather Craig,fruit
07:15,Sharon Palmer,fruit
07:15,Jason Henry,dairy
07:15,William Caldwell,fruit
07:16,Melanie Carlson,checkout
07:16,David Fowler,checkout
07:16,Brittany Braun,dairy
07:16,Philip Johnson,dairy
07:16,Leah Thomas,dairy
07:16,Jacqueline Becker,fruit
07:16,Amy Ramsey,checkout
07:16,Kevin Larsen,checkout
07:16,Amber Dunn,checkout
07:16,Belinda Kelley,checkout
07:16,Karen White,checkout
07:16,Wayne Taylor,fruit
07:16,Omar Nelson,checkout
07:16,Amy Brooks,checkout
07:16,Karen Martin,checkout
07:16,Daniel Hernandez,checkout
07:16,Sarah Wallace,checkout
07:16,Mark James,checkout
07:16,Tiffany Kim,checkout
07:16,Jeffrey Moreno,checkout
07:16,Angela Carter,checkout
07:16,David Davenport,checkout
07:16,Linda Martin,checkout
07:16,Keith Robles,checkout
07:16,Emily Miranda MD,checkout
07:16,Amy Fernandez,checkout
07:16,Jennifer Morgan,checkout
07:16,Danielle Larson,checkout
07:16,Bradley Freeman,checkout
07:16,Samuel Gonzales,checkout
07:16,Briana Parker,checkout
07:16,Brett Mccormick,checkout
07:16,Matthew Simpson,checkout
07:16,Dominic Schmidt,checkout
07:16,Crystal Moreno,checkout
07:16,Christine Johnson,checkout
07:16,Matthew Odonnell,checkout
07:16,Ian Yates,checkout
07:16,Andrea Mcdonald,dairy
07:16,John Russell Jr.,checkout
07:16,Jesse Reyes,checkout
07:16,Rachael Cowan,checkout
07:16,John Robinson,checkout
07:16,Michael Smith,checkout
07:16,Don Santos,checkout
07:16,Jo Miller,checkout
07:16,Tasha Neal,checkout
07:16,Madison Delgado,dairy
07:16,Christina Santos,checkout
07:16,Nancy Robbins DDS,checkout
07:16,Kayla Oconnell,drinks
07:16,Emily Ward,checkout
07:16,Adam Sandoval,checkout
07:16,Janice Smith,checkout
07:16,Charles Cervantes,fruit
07:16,Sophia Allison,drinks
07:16,Crystal Rogers,dairy
07:16,Sarah Wolf,fruit
07:16,Ann Robinson,checkout
07:16,Cole Smith,dairy
07:16,Danielle Craig,drinks
07:16,John Rivas Jr.,spices
07:16,Michaela Quinn,dairy
07:16,Nicole Robinson,drinks
07:16,Crystal Cross,dairy
07:16,Brian Webb,checkout
07:16,Crystal Gonzales,spices
07:16,Taylor Mclaughlin,spices
07:16,Craig Vazquez,drinks
07:16,Samuel Fox,fruit
07:16,Mrs. Jessica Gonzalez,checkout
07:16,Mrs. Heather Craig,fruit
07:16,Sharon Palmer,spices
07:16,Jason Henry,dairy
07:16,William Caldwell,drinks
07:16,Robert Hunt,fruit
07:16,William Nelson,fruit
07:16,Dylan Mason,fruit
07:16,Angel Williams,dairy
07:16,Angela Sanders,fruit
07:16,Brian Ward,spices
07:16,Shirley Crawford,fruit
07:16,Sharon Bright,dairy
07:16,Justin Cameron,spices
07:17,Melanie Carlson,checkout
07:17,David Fowler,checkout
07:17,Brittany Braun,dairy
07:17,Philip Johnson,dairy
07:17,Leah Thomas,dairy
07:17,Jacqueline Becker,fruit
07:17,Amy Ramsey,checkout
07:17,Kevin Larsen,checkout
07:17,Amber Dunn,checkout
07:17,Belinda Kelley,checkout
07:17,Karen White,checkout
07:17,Wayne Taylor,checkout
07:17,Omar Nelson,checkout
07:17,Amy Brooks,checkout
07:17,Karen Martin,checkout
07:17,Daniel Hernandez,checkout
07:17,Sarah Wallace,checkout
07:17,Mark James,checkout
07:17,Tiffany Kim,checkout
07:17,Jeffrey Moreno,checkout
07:17,Angela Carter,checkout
07:17,David Davenport,checkout
07:17,Linda Martin,checkout
07:17,Keith Robles,checkout
07:17,Emily Miranda MD,checkout
07:17,Amy Fernandez,checkout
07:17,Jennifer Morgan,checkout
07:17,Danielle Larson,checkout
07:17,Bradley Freeman,checkout
07:17,Samuel Gonzales,checkout
07:17,Briana Parker,checkout
07:17,Brett Mccormick,checkout
07:17,Matthew Simpson,checkout
07:17,Dominic Schmidt,checkout
07:17,Crystal Moreno,checkout
07:17,Christine Johnson,checkout
07:17,Matthew Odonnell,checkout
07:17,Ian Yates,checkout
07:17,Andrea Mcdonald,dairy
07:17,John Russell Jr.,checkout
07:17,Jesse Reyes,checkout
07:17,Rachael Cowan,checkout
07:17,John Robinson,checkout
07:17,Michael Smith,checkout
07:17,Don Santos,checkout
07:17,Jo Miller,checkout
07:17,Tasha Neal,checkout
07:17,Madison Delgado,spices
07:17,Christina Santos,checkout
07:17,Nancy Robbins DDS,checkout
07:17,Kayla Oconnell,fruit
07:17,Emily Ward,checkout
07:17,Adam Sandoval,checkout
07:17,Janice Smith,checkout
07:17,Charles Cervantes,fruit
07:17,Sophia Allison,drinks
07:17,Crystal Rogers,spices
07:17,Sarah Wolf,checkout
07:17,Ann Robinson,checkout
07:17,Cole Smith,dairy
07:17,Danielle Craig,drinks
07:17,John Rivas Jr.,dairy
07:17,Michaela Quinn,spices
07:17,Nicole Robinson,checkout
07:17,Crystal Cross,dairy
07:17,Brian Webb,checkout
07:17,Crystal Gonzales,dairy
07:17,Taylor Mclaughlin,spices
07:17,Craig Vazquez,checkout
07:17,Samuel Fox,drinks
07:17,Mrs. Jessica Gonzalez,checkout
07:17,Mrs. Heather Craig,fruit
07:17,Sharon Palmer,spices
07:17,Jason Henry,dairy
07:17,William Caldwell,checkout
07:17,Robert Hunt,fruit
07:17,William Nelson,fruit
07:17,Dylan Mason,spices
07:17,Angel Williams,dairy
07:17,Angela Sanders,dairy
07:17,Brian Ward,dairy
07:17,Shirley Crawford,drinks
07:17,Sharon Bright,spices
07:17,Justin Cameron,checkout
07:17,Sophia Boyd,spices
07:17,James Boyle,spices
07:17,Michael Perez,drinks
07:17,William Garcia,fruit
07:18,Melanie Carlson,checkout
07:18,David Fowler,checkout
07:18,Brittany Braun,fruit
07:18,Philip Johnson,checkout
07:18,Leah Thomas,drinks
07:18,Jacqueline Becker,fruit
07:18,Amy Ramsey,checkout
07:18,Kevin Larsen,checkout
07:18,Amber Dunn,checkout
07:18,Belinda Kelley,checkout
07:18,Karen White,checkout
07:18,Wayne Taylor,checkout
07:18,Omar Nelson,checkout
07:18,Amy Brooks,checkout
07:18,Karen Martin,checkout
07:18,Daniel Hernandez,checkout
07:18,Sarah Wallace,checkout
07:18,Mark James,checkout
07:18,Tiffany Kim,checkout
07:18,Jeffrey Moreno,checkout
07:18,Angela Carter,checkout
07:18,David Davenport,checkout
07:18,Linda Martin,checkout
07:18,Keith Robles,checkout
07:18,Emily Miranda MD,checkout
07:18,Amy Fernandez,checkout
07:18,Jennifer Morgan,checkout
07:18,Danielle Larson,checkout
07:18,Bradley Freeman,checkout
07:18,Samuel Gonzales,checkout
07:18,Briana Parker,checkout
07:18,Brett Mccormick,checkout
07:18,Matthew Simpson,checkout
07:18,Dominic Schmidt,checkout
07:18,Crystal Moreno,checkout
07:18,Christine Johnson,checkout
07:18,Matthew Odonnell,checkout
07:18,Ian Yates,checkout
07:18,Andrea Mcdonald,dairy
07:18,John Russell Jr.,checkout
07:18,Jesse Reyes,checkout
07:18,Rachael Cowan,checkout
07:18,John Robinson,checkout
07:18,Michael Smith,checkout
07:18,Don Santos,checkout
07:18,Jo Miller,checkout
07:18,Tasha Neal,checkout
07:18,Madison Delgado,fruit
07:18,Christina Santos,checkout
07:18,Nancy Robbins DDS,checkout
07:18,Kayla Oconnell,dairy
07:18,Emily Ward,checkout
07:18,Adam Sandoval,checkout
07:18,Janice Smith,checkout
07:18,Charles Cervantes,fruit
07:18,Sophia Allison,drinks
07:18,Crystal Rogers,checkout
07:18,Sarah Wolf,checkout
07:18,Ann Robinson,checkout
07:18,Cole Smith,dairy
07:18,Danielle Craig,fruit
07:18,John Rivas Jr.,spices
07:18,Michaela Quinn,drinks
07:18,Nicole Robinson,checkout
07:18,Crystal Cross,dairy
07:18,Brian Webb,checkout
07:18,Crystal Gonzales,dairy
07:18,Taylor Mclaughlin,spices
07:18,Craig Vazquez,checkout
07:18,Samuel Fox,checkout
07:18,Mrs. Jessica Gonzalez,checkout
07:18,Mrs. Heather Craig,dairy
07:18,Sharon Palmer,fruit
07:18,Jason Henry,checkout
07:18,William Caldwell,checkout
07:18,Robert Hunt,spices
07:18,William Nelson,fruit
07:18,Dylan Mason,spices
07:18,Angel Williams,dairy
07:18,Angela Sanders,dairy
07:18,Brian Ward,dairy
07:18,Shirley Crawford,checkout
07:18,Sharon Bright,spices
07:18,Justin Cameron,checkout
07:18,Sophia Boyd,spices
07:18,James Boyle,drinks
07:18,Michael Perez,spices
07:18,William Garcia,checkout
07:18,James Avery,dairy
07:18,Robert Brown,fruit
07:18,Nathan Acosta,spices
07:19,Melanie Carlson,checkout
07:19,David Fowler,checkout
07:19,Brittany Braun,spices
07:19,Philip Johnson,checkout
07:19,Leah Thomas,drinks
07:19,Jacqueline Becker,checkout
07:19,Amy Ramsey,checkout
07:19,Kevin Larsen,checkout
07:19,Amber Dunn,checkout
07:19,Belinda Kelley,checkout
07:19,Karen White,checkout
07:19,Wayne Taylor,checkout
07:19,Omar Nelson,checkout
